Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
885,Noida,Uttar Pradesh,TRUE,2010-12-12,2020-02-18,2021-09-01,10.7,Domestic Violence,Yes,No,Counseling,Reconciled,16,NA,Yes,1,High,Yes,None,No,No,30,34
886,Delhi,Delhi,TRUE,2018-01-12,,,7.5,Domestic Violence,No,No,Divorce,Pending,20,NA,No,1,Medium,No,None,No,No,27,31
887,Delhi,Delhi,TRUE,2018-06-14,,,7.1,Work-Life Imbalance,No,No,Mediation,Ongoing,11,Joint,No,2,High,Yes,None,No,No,24,24
888,Bengaluru,Karnataka,TRUE,2018-05-05,2025-06-20,,7.2,Unrealistic Expectations,No,No,Reconciliation,Ongoing,12,NA,Yes,2,High,Yes,NGO,No,No,32,38
889,Mumbai,Maharashtra,TRUE,2011-02-05,2015-01-25,2017-04-12,6.2,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,18,Mother,Yes,2,High,No,None,No,No,29,34
890,Mumbai,Maharashtra,TRUE,2010-03-09,2017-09-21,2018-07-13,8.4,Work-Life Imbalance,Yes,No,Counseling,Settled,11,NA,No,0,Low,Yes,None,No,No,26,28
891,Hyderabad,Telangana,TRUE,2015-12-23,2023-02-04,,9.5,Infidelity,Yes,Yes,Counseling,Pending,12,NA,Yes,1,Medium,Yes,Friends,No,No,30,33
892,Mumbai,Maharashtra,TRUE,2012-12-20,2019-06-11,2020-06-18,7.5,Lack of Compatibility,Yes,Yes,Family Intervention,Ongoing,10,NA,Yes,0,Low,Yes,None,Yes,No,26,28
893,Delhi,Delhi,TRUE,2018-06-14,,,7.1,Domestic Violence,No,Yes,Mediation,Ongoing,9,NA,No,0,High,Yes,None,No,No,23,24
894,Kolkata,West Bengal,TRUE,2017-01-24,2022-05-29,2024-08-30,7.6,Lack of Compatibility,Yes,Yes,Family Intervention,Pending,22,Joint,Yes,1,Low,No,NGO,Yes,No,30,36
895,Bengaluru,Karnataka,TRUE,2018-02-19,2021-05-01,2022-01-19,3.9,Lack of Communication,No,No,Family Intervention,Ongoing,15,NA,Yes,1,High,No,Parents,Yes,No,30,33
896,Pune,Maharashtra,TRUE,2016-04-17,2025-08-18,,9.2,Unrealistic Expectations,No,No,Mediation,Ongoing,10,NA,No,0,High,Yes,Parents,No,No,31,35
897,Pune,Maharashtra,TRUE,2018-02-08,,,7.4,Career Prioritization,No,No,Counseling,Reconciled,21,NA,Yes,0,Medium,No,None,No,No,30,36
898,Noida,Uttar Pradesh,TRUE,2010-05-13,2015-07-14,,15.1,In-Laws Conflict,Yes,No,Family Intervention,Ongoing,10,NA,Yes,1,Low,No,NGO,No,No,27,27
899,Bengaluru,Karnataka,TRUE,2016-01-02,2024-03-19,2025-08-17,9.6,Work-Life Imbalance,No,No,Counseling,Ongoing,14,Father,No,2,High,Yes,None,No,No,31,33
900,Ahmedabad,Gujarat,TRUE,2014-03-12,2023-11-11,2025-01-11,10.8,Unrealistic Expectations,Yes,No,Reconciliation,Pending,14,NA,Yes,0,Medium,No,NGO,No,No,25,27
901,Noida,Uttar Pradesh,TRUE,2013-08-24,2016-08-07,2018-05-15,4.7,Infidelity,Yes,No,Counseling,Ongoing,12,Father,Yes,1,High,Yes,Friends,Yes,No,24,28
902,Kolkata,West Bengal,TRUE,2016-08-03,,,8.9,Lack of Communication,No,No,Family Intervention,Settled,18,NA,No,0,High,No,NGO,Yes,No,25,26
903,Gurgaon,Haryana,TRUE,2014-07-04,2017-12-05,,11.0,In-Laws Conflict,Yes,Yes,Divorce,Ongoing,13,NA,No,1,Medium,Yes,None,Yes,Yes,31,32
904,Chennai,Tamil Nadu,TRUE,2014-12-28,2023-11-21,2023-02-24,8.2,Unrealistic Expectations,Yes,No,Divorce,Reconciled,8,NA,Yes,0,High,Yes,Friends,No,No,32,32
905,Chennai,Tamil Nadu,TRUE,2016-11-01,2022-09-29,2023-01-22,6.2,Career Prioritization,Yes,Yes,Counseling,Reconciled,22,Mother,Yes,1,Medium,Yes,None,No,No,30,32
906,Pune,Maharashtra,TRUE,2019-06-12,2022-08-26,2022-05-04,2.9,Career Prioritization,No,No,Mediation,Settled,9,Mother,No,2,Medium,Yes,Parents,No,Yes,29,33
907,Hyderabad,Telangana,TRUE,2018-09-25,2021-08-26,,6.8,In-Laws Conflict,No,No,Mediation,Pending,6,NA,Yes,0,High,Yes,NGO,Yes,No,27,32
908,Kolkata,West Bengal,TRUE,2019-08-29,,,5.8,Career Prioritization,Yes,No,Mediation,Settled,5,Joint,No,2,Medium,Yes,Parents,Yes,No,25,26
909,Noida,Uttar Pradesh,TRUE,2018-10-12,,,6.7,Unrealistic Expectations,Yes,No,Counseling,Reconciled,6,NA,Yes,0,High,Yes,Friends,No,No,27,33
910,Ahmedabad,Gujarat,TRUE,2012-04-29,2019-11-19,2019-09-08,7.4,Financial Stress,No,No,Counseling,Settled,17,Father,Yes,1,Medium,Yes,NGO,No,No,24,29
911,Gurgaon,Haryana,TRUE,2013-05-30,2022-09-21,,12.1,Lack of Communication,Yes,No,Counseling,Reconciled,19,NA,No,1,High,No,NGO,Yes,No,25,26
912,Hyderabad,Telangana,TRUE,2011-12-07,2015-02-18,2016-06-24,4.6,Financial Stress,Yes,No,Family Intervention,Settled,6,Mother,Yes,2,High,No,Parents,Yes,No,25,29
913,Noida,Uttar Pradesh,TRUE,2012-11-29,2015-08-25,2016-02-28,3.2,Infidelity,Yes,No,Counseling,Ongoing,15,Father,No,2,Medium,Yes,None,No,No,31,34
914,Ahmedabad,Gujarat,TRUE,2016-01-16,2025-03-25,,9.5,Financial Stress,Yes,Yes,Family Intervention,Settled,16,Mother,No,1,High,No,None,Yes,No,30,30
915,Bengaluru,Karnataka,TRUE,2015-09-04,2019-08-02,,9.8,Lack of Communication,Yes,No,Reconciliation,Pending,12,NA,Yes,2,Low,Yes,Friends,No,No,25,30
916,Gurgaon,Haryana,TRUE,2012-04-02,2022-01-24,,13.3,Infidelity,Yes,No,Mediation,Pending,15,NA,Yes,1,High,No,Friends,No,No,23,27
917,Hyderabad,Telangana,TRUE,2010-04-27,2017-08-22,2018-06-03,8.1,Financial Stress,Yes,No,Reconciliation,Reconciled,18,Father,Yes,1,Medium,No,Parents,No,No,29,30
918,Hyderabad,Telangana,TRUE,2011-12-23,2019-09-09,2019-10-05,7.8,Financial Stress,Yes,No,Family Intervention,Settled,11,Joint,Yes,1,High,No,Friends,No,No,25,25
919,Gurgaon,Haryana,TRUE,2014-04-29,2017-07-31,2018-06-23,4.2,Lack of Communication,Yes,Yes,Counseling,Ongoing,14,NA,Yes,0,Low,Yes,NGO,Yes,No,24,26
920,Pune,Maharashtra,TRUE,2015-05-26,2022-12-17,,10.1,Unrealistic Expectations,Yes,No,Family Intervention,Settled,12,NA,No,1,Medium,No,None,No,No,23,27
921,Hyderabad,Telangana,TRUE,2012-03-21,2018-03-01,2019-05-20,7.2,Work-Life Imbalance,No,No,Divorce,Reconciled,6,Mother,No,1,Low,Yes,NGO,No,No,29,35
922,Chennai,Tamil Nadu,TRUE,2012-09-10,2016-01-31,2018-06-03,5.7,In-Laws Conflict,Yes,No,Divorce,Settled,20,Joint,Yes,1,Medium,Yes,NGO,No,No,28,28
923,Pune,Maharashtra,TRUE,2010-01-02,2013-07-07,2015-02-26,5.2,Lack of Communication,Yes,Yes,Counseling,Pending,20,NA,Yes,2,Medium,No,NGO,No,No,27,27
924,Bengaluru,Karnataka,TRUE,2018-04-18,,,7.2,Domestic Violence,Yes,Yes,Family Intervention,Settled,22,Joint,Yes,1,High,No,None,Yes,No,25,29
925,Ahmedabad,Gujarat,TRUE,2018-11-14,2025-12-02,2025-02-20,6.3,Financial Stress,Yes,No,Reconciliation,Settled,14,NA,No,0,Low,Yes,NGO,No,No,32,35
926,Gurgaon,Haryana,TRUE,2014-02-27,2024-03-13,,11.3,Domestic Violence,Yes,No,Family Intervention,Pending,22,NA,Yes,2,High,No,None,No,No,31,35
927,Kolkata,West Bengal,TRUE,2018-12-09,,,6.6,Lack of Communication,No,Yes,Counseling,Settled,14,NA,Yes,0,High,Yes,Friends,No,No,23,29
928,Noida,Uttar Pradesh,TRUE,2019-06-09,,,6.1,Lack of Compatibility,No,No,Family Intervention,Settled,9,Joint,Yes,2,Medium,No,Friends,No,No,29,34
929,Hyderabad,Telangana,TRUE,2013-05-23,2017-07-03,,12.1,Career Prioritization,No,No,Counseling,Settled,9,NA,No,1,Medium,Yes,Parents,No,No,26,27
930,Hyderabad,Telangana,TRUE,2017-06-05,2020-10-16,,8.1,Infidelity,No,No,Reconciliation,Reconciled,7,NA,Yes,0,Low,Yes,Friends,Yes,No,28,30
931,Gurgaon,Haryana,TRUE,2010-03-08,2015-08-27,2017-02-17,7.0,In-Laws Conflict,No,Yes,Family Intervention,Settled,14,Father,Yes,1,Low,Yes,Parents,No,No,27,31
932,Ahmedabad,Gujarat,TRUE,2016-04-25,2025-07-19,2025-01-31,8.8,Career Prioritization,Yes,No,Mediation,Reconciled,7,NA,No,0,High,Yes,Friends,Yes,No,32,32
933,Kolkata,West Bengal,TRUE,2011-12-15,2015-12-23,2015-01-12,3.1,Unrealistic Expectations,Yes,No,Divorce,Pending,10,Joint,No,1,High,Yes,Parents,No,No,23,23
934,Kolkata,West Bengal,TRUE,2014-03-22,2021-06-09,2021-02-09,6.9,Financial Stress,Yes,Yes,Counseling,Pending,15,Mother,No,1,High,Yes,NGO,No,No,27,27
935,Gurgaon,Haryana,TRUE,2013-09-17,2017-12-26,,11.8,Lack of Compatibility,No,No,Mediation,Pending,18,NA,Yes,1,Low,No,NGO,No,No,23,29
936,Ahmedabad,Gujarat,TRUE,2016-08-14,2024-08-01,,8.9,Lack of Compatibility,No,No,Reconciliation,Pending,13,NA,Yes,0,Medium,No,Friends,Yes,No,24,24
937,Chennai,Tamil Nadu,TRUE,2010-01-07,2015-07-20,,15.5,Work-Life Imbalance,Yes,Yes,Divorce,Settled,13,NA,No,2,Low,Yes,None,No,No,25,31
938,Bengaluru,Karnataka,TRUE,2018-12-01,2025-01-13,,6.6,Unrealistic Expectations,Yes,No,Mediation,Reconciled,6,NA,No,2,Medium,Yes,None,No,No,29,29
939,Gurgaon,Haryana,TRUE,2011-12-15,2018-04-25,2019-11-06,7.9,Lack of Compatibility,Yes,Yes,Reconciliation,Settled,8,Father,No,1,Low,Yes,NGO,No,No,31,33
940,Bengaluru,Karnataka,TRUE,2014-02-16,2017-05-09,2018-10-30,4.7,In-Laws Conflict,No,Yes,Mediation,Pending,22,NA,Yes,2,Medium,No,Friends,No,No,24,27
941,Delhi,Delhi,TRUE,2019-03-13,2022-07-12,2022-05-16,3.2,Financial Stress,No,No,Family Intervention,Settled,14,Father,No,1,High,No,NGO,No,No,26,28
942,Noida,Uttar Pradesh,TRUE,2016-10-05,2021-02-01,2023-01-19,6.3,Domestic Violence,No,No,Family Intervention,Pending,9,Joint,No,1,Medium,Yes,None,No,No,31,34
943,Chennai,Tamil Nadu,TRUE,2015-12-17,2021-12-19,2023-03-10,7.2,Domestic Violence,Yes,No,Reconciliation,Pending,16,NA,No,0,Medium,No,None,No,No,27,33
944,Ahmedabad,Gujarat,TRUE,2018-01-21,,,7.4,In-Laws Conflict,No,No,Mediation,Reconciled,12,NA,Yes,1,High,No,None,Yes,Yes,31,33
945,Mumbai,Maharashtra,TRUE,2010-10-12,2016-10-05,2017-03-28,6.5,Infidelity,Yes,No,Reconciliation,Reconciled,6,Father,No,1,Medium,No,NGO,No,No,28,32
946,Noida,Uttar Pradesh,TRUE,2010-03-22,2019-07-11,2020-02-20,9.9,Work-Life Imbalance,No,Yes,Mediation,Reconciled,20,Father,Yes,1,High,Yes,Parents,No,No,30,34
947,Hyderabad,Telangana,TRUE,2016-10-25,2022-10-17,,8.7,Lack of Compatibility,Yes,No,Divorce,Reconciled,13,NA,Yes,0,High,No,Parents,No,No,25,30
948,Gurgaon,Haryana,TRUE,2016-02-25,2022-09-27,2024-02-27,8.0,Domestic Violence,No,Yes,Reconciliation,Ongoing,19,Father,Yes,2,High,No,None,Yes,No,24,25
949,Gurgaon,Haryana,TRUE,2016-08-19,,,8.9,Unrealistic Expectations,No,No,Family Intervention,Ongoing,5,Father,Yes,1,Low,Yes,Parents,No,No,23,25
950,Gurgaon,Haryana,TRUE,2012-03-14,2020-01-08,,13.3,Financial Stress,Yes,Yes,Counseling,Pending,21,NA,Yes,0,Medium,Yes,NGO,No,No,29,31
951,Delhi,Delhi,TRUE,2010-11-15,2019-11-12,2020-07-01,9.6,Financial Stress,No,Yes,Mediation,Pending,12,NA,No,0,Low,No,Parents,Yes,No,26,28
952,Hyderabad,Telangana,TRUE,2018-05-25,2023-10-12,2024-06-06,6.0,Lack of Communication,No,No,Counseling,Ongoing,8,Mother,No,1,High,Yes,Friends,No,No,29,34
953,Gurgaon,Haryana,TRUE,2014-06-18,2020-03-16,2021-07-19,7.1,In-Laws Conflict,Yes,No,Reconciliation,Settled,5,NA,Yes,0,Medium,Yes,None,No,No,27,31
954,Noida,Uttar Pradesh,TRUE,2010-05-08,2015-03-30,2015-09-30,5.4,In-Laws Conflict,Yes,No,Family Intervention,Reconciled,11,NA,Yes,0,Medium,No,NGO,No,No,27,27
955,Gurgaon,Haryana,TRUE,2014-11-06,2024-07-21,2025-01-22,10.2,Financial Stress,Yes,No,Divorce,Reconciled,21,Father,Yes,1,Medium,Yes,NGO,No,No,32,37
956,Delhi,Delhi,TRUE,2011-07-28,2019-05-19,,13.9,Financial Stress,Yes,No,Mediation,Pending,13,NA,No,1,High,Yes,Parents,No,No,32,37
957,Bengaluru,Karnataka,TRUE,2011-12-13,2016-08-24,,13.6,Infidelity,No,No,Counseling,Ongoing,20,NA,Yes,1,Low,Yes,NGO,Yes,No,26,26
958,Hyderabad,Telangana,TRUE,2017-11-11,,,7.6,Lack of Communication,No,No,Counseling,Ongoing,21,NA,Yes,0,Low,Yes,Parents,No,No,23,25
959,Delhi,Delhi,TRUE,2013-01-05,2016-10-02,2018-02-28,5.2,Lack of Compatibility,Yes,No,Reconciliation,Ongoing,11,Father,No,2,Low,Yes,Parents,No,No,26,27
960,Kolkata,West Bengal,TRUE,2015-05-17,2021-07-12,,10.1,Work-Life Imbalance,No,No,Family Intervention,Settled,11,NA,No,0,Low,Yes,NGO,No,No,23,23
961,Bengaluru,Karnataka,TRUE,2010-12-09,2014-03-05,2016-07-13,5.6,Financial Stress,No,Yes,Divorce,Settled,16,NA,No,0,Low,No,Friends,No,No,32,32
962,Noida,Uttar Pradesh,TRUE,2013-05-04,2018-08-09,2019-08-20,6.3,Lack of Compatibility,Yes,No,Reconciliation,Reconciled,12,Mother,No,1,High,Yes,Parents,Yes,Yes,30,33
963,Delhi,Delhi,TRUE,2015-03-18,2025-05-09,,10.3,Financial Stress,Yes,No,Mediation,Settled,12,NA,No,0,Medium,Yes,None,No,No,31,35
964,Noida,Uttar Pradesh,TRUE,2018-02-18,,,7.4,Lack of Compatibility,Yes,No,Counseling,Pending,14,Joint,No,1,Medium,No,Parents,No,No,27,31
965,Ahmedabad,Gujarat,TRUE,2013-06-07,2017-02-12,,12.1,Unrealistic Expectations,Yes,No,Reconciliation,Ongoing,8,NA,Yes,1,Medium,Yes,Parents,No,No,29,30
966,Noida,Uttar Pradesh,TRUE,2017-10-04,,,7.7,Lack of Communication,Yes,No,Counseling,Settled,19,NA,No,0,High,Yes,Parents,No,No,26,27
967,Bengaluru,Karnataka,TRUE,2014-02-02,2018-11-25,2020-01-09,5.9,Work-Life Imbalance,No,Yes,Divorce,Reconciled,8,Mother,No,1,High,No,Friends,No,No,25,25
968,Gurgaon,Haryana,TRUE,2010-03-29,2014-10-08,2014-07-24,4.3,Work-Life Imbalance,Yes,No,Counseling,Reconciled,21,NA,No,0,Medium,No,NGO,No,No,32,34
969,Delhi,Delhi,TRUE,2014-12-06,2018-04-11,2019-11-09,4.9,Career Prioritization,No,No,Divorce,Settled,21,Joint,Yes,1,High,Yes,NGO,No,No,32,34
970,Chennai,Tamil Nadu,TRUE,2016-05-10,2019-11-12,2019-12-09,3.6,Lack of Communication,Yes,No,Family Intervention,Settled,12,Mother,Yes,1,Medium,No,None,No,No,30,34
971,Delhi,Delhi,TRUE,2012-01-31,2017-07-23,,13.4,Domestic Violence,Yes,No,Family Intervention,Pending,5,NA,Yes,0,Medium,No,NGO,No,No,26,29
972,Hyderabad,Telangana,TRUE,2019-03-01,2024-05-22,2024-05-12,5.2,Unrealistic Expectations,Yes,No,Mediation,Ongoing,20,Father,Yes,2,High,Yes,None,Yes,No,29,32
973,Mumbai,Maharashtra,TRUE,2017-03-05,2023-02-04,,8.3,Career Prioritization,Yes,Yes,Reconciliation,Pending,19,NA,No,0,Medium,No,Parents,No,No,26,27
974,Mumbai,Maharashtra,TRUE,2014-10-18,2020-12-05,,10.7,Lack of Communication,No,Yes,Counseling,Pending,16,NA,Yes,1,High,No,Parents,No,No,32,34
975,Pune,Maharashtra,TRUE,2017-01-28,,,8.4,In-Laws Conflict,Yes,Yes,Mediation,Reconciled,5,NA,No,0,Medium,No,Parents,Yes,No,25,25
976,Bengaluru,Karnataka,TRUE,2014-02-15,2024-05-21,2025-01-26,11.0,Infidelity,No,No,Divorce,Pending,20,NA,Yes,0,High,No,NGO,No,No,31,34
977,Pune,Maharashtra,TRUE,2013-08-27,2018-06-07,,11.9,In-Laws Conflict,Yes,No,Counseling,Settled,20,NA,Yes,0,High,Yes,NGO,No,No,32,33
978,Pune,Maharashtra,TRUE,2015-04-19,2024-06-21,2025-04-02,10.0,Lack of Communication,Yes,No,Mediation,Settled,15,NA,No,0,Medium,No,None,No,No,28,28
979,Mumbai,Maharashtra,TRUE,2011-10-28,2016-03-25,,13.7,Lack of Communication,Yes,No,Divorce,Ongoing,6,NA,Yes,0,Medium,Yes,NGO,No,No,23,26
980,Delhi,Delhi,TRUE,2013-05-11,2017-09-28,2017-06-18,4.1,Work-Life Imbalance,Yes,No,Reconciliation,Settled,22,Mother,No,1,Low,Yes,None,No,No,31,37
981,Delhi,Delhi,TRUE,2010-11-05,2014-08-05,2015-06-22,4.6,Infidelity,Yes,No,Mediation,Ongoing,17,NA,Yes,0,Low,No,Parents,No,No,27,27
982,Delhi,Delhi,TRUE,2018-04-16,,,7.2,In-Laws Conflict,Yes,No,Counseling,Reconciled,18,NA,No,0,Low,No,Parents,No,No,25,31
983,Pune,Maharashtra,TRUE,2018-12-18,2023-07-11,2024-04-28,5.4,Career Prioritization,Yes,No,Reconciliation,Pending,16,NA,Yes,1,Low,Yes,None,Yes,No,27,27
984,Mumbai,Maharashtra,TRUE,2015-04-20,2018-08-07,2020-12-04,5.6,Domestic Violence,Yes,No,Mediation,Pending,21,Joint,No,2,Medium,Yes,Friends,No,No,30,35
985,Gurgaon,Haryana,TRUE,2011-05-17,2020-12-12,2021-02-02,9.7,Work-Life Imbalance,Yes,No,Mediation,Ongoing,19,NA,Yes,0,Low,Yes,NGO,No,No,24,24
986,Noida,Uttar Pradesh,TRUE,2016-03-03,,,9.3,Career Prioritization,Yes,No,Mediation,Reconciled,14,NA,Yes,1,High,Yes,Friends,No,No,23,28
987,Ahmedabad,Gujarat,TRUE,2019-03-19,,,6.3,Work-Life Imbalance,Yes,No,Reconciliation,Ongoing,11,Father,Yes,1,Low,Yes,Parents,No,No,28,31
988,Pune,Maharashtra,TRUE,2018-02-07,2025-09-01,,7.4,Financial Stress,Yes,Yes,Mediation,Ongoing,13,Mother,Yes,2,Low,Yes,NGO,No,No,25,30
989,Bengaluru,Karnataka,TRUE,2010-08-22,2015-01-22,2015-06-06,4.8,Domestic Violence,Yes,No,Counseling,Settled,13,Mother,Yes,1,Medium,No,Parents,No,No,25,26
990,Kolkata,West Bengal,TRUE,2017-12-12,,,7.6,Work-Life Imbalance,Yes,Yes,Mediation,Settled,14,NA,Yes,1,Medium,Yes,Friends,No,No,24,26
991,Gurgaon,Haryana,TRUE,2012-03-25,2022-02-13,2024-05-16,12.2,Lack of Compatibility,Yes,No,Divorce,Settled,14,Father,No,1,High,Yes,Friends,No,No,28,29
992,Ahmedabad,Gujarat,TRUE,2012-05-09,2015-06-26,2015-12-23,3.6,Unrealistic Expectations,No,Yes,Mediation,Settled,15,Mother,No,1,High,Yes,None,No,No,31,37
993,Ahmedabad,Gujarat,TRUE,2017-12-13,2023-05-28,2023-04-23,5.4,Unrealistic Expectations,No,No,Mediation,Settled,20,Joint,No,1,Medium,Yes,NGO,Yes,No,32,33
994,Gurgaon,Haryana,TRUE,2017-11-14,,,7.6,Infidelity,Yes,No,Counseling,Reconciled,17,Mother,No,2,Low,Yes,Parents,No,No,23,24
995,Kolkata,West Bengal,TRUE,2013-12-02,2022-03-05,,11.6,Financial Stress,No,No,Divorce,Settled,18,NA,Yes,0,Low,Yes,Parents,No,No,24,30
996,Kolkata,West Bengal,TRUE,2011-09-15,2020-09-06,2022-07-07,10.8,Infidelity,Yes,No,Divorce,Settled,21,NA,No,1,Low,No,Parents,Yes,No,26,29
997,Delhi,Delhi,TRUE,2014-05-22,2022-03-11,,11.1,Infidelity,No,Yes,Divorce,Settled,6,NA,No,1,Low,Yes,Parents,No,Yes,25,30
998,Noida,Uttar Pradesh,TRUE,2015-10-31,2023-10-18,2023-08-31,7.8,Lack of Communication,Yes,Yes,Reconciliation,Ongoing,7,Mother,Yes,1,Low,No,Parents,Yes,No,23,23
999,Hyderabad,Telangana,TRUE,2010-05-02,2017-10-17,,15.2,Infidelity,Yes,No,Mediation,Ongoing,9,NA,No,1,Low,No,Parents,No,No,25,28
1000,Ahmedabad,Gujarat,TRUE,2013-04-08,2021-03-22,,12.2,Career Prioritization,Yes,No,Reconciliation,Settled,16,NA,No,2,Medium,Yes,NGO,No,No,25,30
1001,Chennai,Tamil Nadu,TRUE,2019-06-25,,,6.0,Financial Stress,Yes,Yes,Mediation,Ongoing,16,NA,Yes,1,Medium,Yes,Friends,No,No,28,33
1002,Hyderabad,Telangana,TRUE,2012-06-04,2015-02-09,,13.1,Lack of Communication,No,No,Divorce,Settled,21,NA,Yes,0,Medium,Yes,Friends,No,No,24,24
1003,Mumbai,Maharashtra,TRUE,2014-08-31,2021-07-26,,10.8,Financial Stress,Yes,Yes,Reconciliation,Reconciled,6,NA,Yes,0,Low,Yes,NGO,No,No,27,27
1004,Noida,Uttar Pradesh,TRUE,2015-09-12,2020-01-28,2020-08-14,4.9,Lack of Communication,No,Yes,Mediation,Settled,17,NA,No,0,High,No,None,Yes,No,32,35
1005,Bengaluru,Karnataka,TRUE,2012-03-03,2020-01-03,2021-03-20,9.1,Lack of Communication,Yes,No,Counseling,Ongoing,17,Father,No,1,Low,No,NGO,No,No,23,28
1006,Kolkata,West Bengal,TRUE,2017-10-06,,,7.7,Domestic Violence,No,No,Mediation,Settled,18,NA,No,1,Medium,Yes,None,Yes,No,28,28
1007,Delhi,Delhi,TRUE,2011-05-03,2016-11-21,2017-12-01,6.6,Lack of Compatibility,Yes,Yes,Counseling,Settled,17,NA,Yes,0,Medium,Yes,Parents,No,No,28,28
1008,Ahmedabad,Gujarat,TRUE,2013-06-02,2020-01-25,,12.1,Work-Life Imbalance,Yes,No,Reconciliation,Pending,20,NA,Yes,1,High,No,Friends,No,No,29,31
1009,Delhi,Delhi,TRUE,2012-08-21,2019-07-09,,12.9,Lack of Communication,Yes,No,Mediation,Ongoing,22,NA,Yes,0,Low,No,Friends,Yes,No,30,33
1010,Hyderabad,Telangana,TRUE,2011-05-10,2020-07-25,2021-04-02,9.9,Lack of Communication,No,Yes,Mediation,Settled,15,NA,No,0,Medium,No,Friends,No,No,31,34
1011,Kolkata,West Bengal,TRUE,2016-02-23,2020-08-12,,9.4,Domestic Violence,Yes,No,Counseling,Ongoing,21,NA,No,0,Medium,No,NGO,No,No,29,30
1012,Mumbai,Maharashtra,TRUE,2015-10-09,2022-02-17,,9.7,Domestic Violence,No,Yes,Counseling,Pending,8,NA,Yes,1,Low,Yes,Parents,No,Yes,26,26
1013,Hyderabad,Telangana,TRUE,2011-04-05,2021-06-08,2022-05-26,11.1,Lack of Compatibility,Yes,No,Divorce,Settled,9,Mother,No,1,Medium,Yes,NGO,Yes,No,24,29
1014,Chennai,Tamil Nadu,TRUE,2018-02-23,2023-04-30,2024-06-22,6.3,Career Prioritization,Yes,No,Counseling,Ongoing,20,Father,No,1,Low,No,Parents,No,No,32,37
1015,Hyderabad,Telangana,TRUE,2013-12-02,2017-10-27,2017-10-28,3.9,Career Prioritization,No,No,Mediation,Reconciled,13,NA,No,0,Medium,Yes,Parents,No,No,32,35
1016,Mumbai,Maharashtra,TRUE,2016-09-23,2023-11-19,,8.8,Career Prioritization,No,Yes,Mediation,Settled,9,NA,No,2,Low,No,None,No,No,25,31
1017,Noida,Uttar Pradesh,TRUE,2018-04-16,2025-06-19,,7.2,Work-Life Imbalance,No,No,Reconciliation,Ongoing,18,NA,Yes,0,Medium,No,None,No,No,25,29
1018,Noida,Uttar Pradesh,TRUE,2018-05-22,2025-04-10,,7.1,Work-Life Imbalance,Yes,No,Counseling,Ongoing,22,NA,Yes,2,Low,Yes,Parents,No,No,24,27
1019,Pune,Maharashtra,TRUE,2011-01-13,2017-09-03,2017-02-13,6.1,Lack of Communication,No,No,Counseling,Pending,6,NA,Yes,0,High,Yes,None,No,No,29,35
1020,Kolkata,West Bengal,TRUE,2017-09-14,2022-01-03,2024-10-03,7.1,Domestic Violence,No,No,Divorce,Pending,7,NA,No,0,Medium,Yes,Parents,No,Yes,32,37
1021,Bengaluru,Karnataka,TRUE,2015-06-06,2024-08-08,,10.1,Lack of Compatibility,Yes,No,Counseling,Settled,8,NA,No,1,Low,Yes,None,No,No,24,28
1022,Bengaluru,Karnataka,TRUE,2012-12-12,2019-12-17,2019-09-30,6.8,Financial Stress,Yes,No,Counseling,Pending,8,Father,No,2,Low,Yes,Friends,No,No,24,29
1023,Kolkata,West Bengal,TRUE,2019-08-25,,,5.9,Infidelity,No,Yes,Counseling,Reconciled,17,NA,Yes,2,Low,Yes,Friends,No,No,31,35
1024,Pune,Maharashtra,TRUE,2011-01-05,2017-04-22,2017-03-26,6.2,Unrealistic Expectations,Yes,No,Family Intervention,Ongoing,15,Joint,Yes,2,Low,Yes,Parents,Yes,No,29,33
1025,Hyderabad,Telangana,TRUE,2011-11-18,2021-03-28,2021-07-16,9.7,Financial Stress,Yes,No,Divorce,Reconciled,19,NA,Yes,1,High,Yes,NGO,No,No,32,35
1026,Chennai,Tamil Nadu,TRUE,2010-04-30,2020-11-18,2020-05-17,10.1,Work-Life Imbalance,No,No,Divorce,Pending,15,Father,Yes,1,High,Yes,NGO,Yes,No,28,28
1027,Chennai,Tamil Nadu,TRUE,2011-10-03,2015-09-20,,13.8,Unrealistic Expectations,No,Yes,Family Intervention,Ongoing,16,NA,Yes,0,Medium,No,Parents,No,No,29,32
1028,Bengaluru,Karnataka,TRUE,2012-05-02,2016-01-13,2018-08-07,6.3,Work-Life Imbalance,Yes,Yes,Reconciliation,Ongoing,8,Mother,Yes,1,Low,Yes,NGO,No,No,29,33
1029,Kolkata,West Bengal,TRUE,2017-10-21,2023-06-11,2025-01-05,7.2,Domestic Violence,No,No,Counseling,Ongoing,10,NA,Yes,1,High,Yes,Friends,No,Yes,32,35
